40000000,40000.000000000000000000,29174.310000000000000000,40000000,40000.000000000000000000,29174.310000000000000000
40000000,39800.000000000000000000,29074.310000000000000000,40000000,39800.000000000000000000,29074.310000000000000000
40000000,39600.000000000000000000,28974.310000000000000000,40000000,39600.000000000000000000,28974.310000000000000000
40000000,39400.000000000000000000,28874.310000000000000000,40000000,39400.000000000000000000,28874.310000000000000000
40000000,39200.000000000000000000,28774.310000000000000000,40000000,39200.000000000000000000,28774.310000000000000000
40000000,39000.000000000000000000,28674.310000000000000000,40000000,39000.000000000000000000,28674.310000000000000000
40000000,38800.000000000000000000,28574.310000000000000000,40000000,38800.000000000000000000,28574.310000000000000000
40000000,38600.000000000000000000,28474.310000000000000000,40000000,38600.000000000000000000,28474.310000000000000000
40000000,38400.000000000000000000,28374.310000000000000000,40000000,38400.000000000000000000,28374.310000000000000000
40000000,38200.000000000000000000,28274.310000000000000000,40000000,38200.000000000000000000,28274.310000000000000000
40000000,38000.000000000000000000,28174.310000000000000000,40000000,38000.000000000000000000,28174.310000000000000000
40000000,37800.000000000000000000,28074.310000000000000000,40000000,37800.000000000000000000,28074.310000000000000000
40000000,37600.000000000000000000,27974.310000000000000000,40000000,37600.000000000000000000,27974.310000000000000000
40000000,37400.000000000000000000,27874.310000000000000000,40000000,37400.000000000000000000,27874.310000000000000000
40000000,37200.000000000000000000,27774.310000000000000000,40000000,37200.000000000000000000,27774.310000000000000000
40000000,37000.000000000000000000,27674.310000000000000000,40000000,37000.000000000000000000,27674.310000000000000000
40000000,36800.000000000000000000,27574.310000000000000000,40000000,36800.000000000000000000,27574.310000000000000000
40000000,36600.000000000000000000,27474.310000000000000000,40000000,36600.000000000000000000,27474.310000000000000000
40000000,36400.000000000000000000,27374.310000000000000000,40000000,36400.000000000000000000,27374.310000000000000000
40000000,36200.000000000000000000,27274.310000000000000000,40000000,36200.000000000000000000,27274.310000000000000000
40000000,36000.000000000000000000,27174.310000000000000000,40000000,36000.000000000000000000,27174.310000000000000000
40000000,35800.000000000000000000,27074.310000000000000000,40000000,35800.000000000000000000,27074.310000000000000000
40000000,35600.000000000000000000,26974.310000000000000000,40000000,35600.000000000000000000,26974.310000000000000000
40000000,35400.000000000000000000,26874.310000000000000000,40000000,35400.000000000000000000,26874.310000000000000000
40000000,35200.000000000000000000,26774.310000000000000000,40000000,35200.000000000000000000,26774.310000000000000000
40000000,35000.000000000000000000,26674.310000000000000000,40000000,35000.000000000000000000,26674.310000000000000000
40000000,34800.000000000000000000,26574.310000000000000000,40000000,34800.000000000000000000,26574.310000000000000000
40000000,34600.000000000000000000,26474.310000000000000000,40000000,34600.000000000000000000,26474.310000000000000000
40000000,34400.000000000000000000,26374.310000000000000000,40000000,34400.000000000000000000,26374.310000000000000000
40000000,34200.000000000000000000,26274.310000000000000000,40000000,34200.000000000000000000,26274.310000000000000000
40000000,34000.000000000000000000,26174.310000000000000000,40000000,34000.000000000000000000,26174.310000000000000000
40000000,33800.000000000000000000,26074.310000000000000000,40000000,33800.000000000000000000,26074.310000000000000000
40000000,33600.000000000000000000,25974.310000000000000000,40000000,33600.000000000000000000,25974.310000000000000000
40000000,33400.000000000000000000,25874.310000000000000000,40000000,33400.000000000000000000,25874.310000000000000000
40000000,33200.000000000000000000,25774.310000000000000000,40000000,33200.000000000000000000,25774.310000000000000000
40000000,33000.000000000000000000,25674.310000000000000000,40000000,33000.000000000000000000,25674.310000000000000000
40000000,32800.000000000000000000,25574.310000000000000000,40000000,32800.000000000000000000,25574.310000000000000000
40000000,32600.000000000000000000,25474.310000000000000000,40000000,32600.000000000000000000,25474.310000000000000000
40000000,32400.000000000000000000,25374.310000000000000000,40000000,32400.000000000000000000,25374.310000000000000000
40000000,32200.000000000000000000,25274.310000000000000000,40000000,32200.000000000000000000,25274.310000000000000000
40000000,32000.000000000000000000,25174.310000000000000000,40000000,32000.000000000000000000,25174.310000000000000000
40000000,31800.000000000000000000,25074.310000000000000000,40000000,31800.000000000000000000,25074.310000000000000000
40000000,31600.000000000000000000,24974.310000000000000000,40000000,31600.000000000000000000,24974.310000000000000000
40000000,31400.000000000000000000,24874.310000000000000000,40000000,31400.000000000000000000,24874.310000000000000000
40000000,31200.000000000000000000,24774.310000000000000000,40000000,31200.000000000000000000,24774.310000000000000000
40000000,31000.000000000000000000,24674.310000000000000000,40000000,31000.000000000000000000,24674.310000000000000000
40000000,30800.000000000000000000,24574.310000000000000000,40000000,30800.000000000000000000,24574.310000000000000000
40000000,30600.000000000000000000,24474.310000000000000000,40000000,30600.000000000000000000,24474.310000000000000000
40000000,30400.000000000000000000,24374.310000000000000000,40000000,30400.000000000000000000,24374.310000000000000000
40000000,30200.000000000000000000,24274.310000000000000000,40000000,30200.000000000000000000,24274.310000000000000000
40000000,30000.000000000000000000,24174.310000000000000000,40000000,30000.000000000000000000,24174.310000000000000000
40000000,29800.000000000000000000,24074.310000000000000000,40000000,29800.000000000000000000,24074.310000000000000000
40000000,29600.000000000000000000,23974.310000000000000000,40000000,29600.000000000000000000,23974.310000000000000000
40000000,29400.000000000000000000,23874.310000000000000000,40000000,29400.000000000000000000,23874.310000000000000000
40000000,29200.000000000000000000,23774.310000000000000000,40000000,29200.000000000000000000,23774.310000000000000000
40000000,29000.000000000000000000,23674.310000000000000000,40000000,29000.000000000000000000,23674.310000000000000000
40000000,28800.000000000000000000,23574.310000000000000000,40000000,28800.000000000000000000,23574.310000000000000000
40000000,28600.000000000000000000,23474.310000000000000000,40000000,28600.000000000000000000,23474.310000000000000000
40000000,28400.000000000000000000,23374.310000000000000000,40000000,28400.000000000000000000,23374.310000000000000000
40000000,28200.000000000000000000,23274.310000000000000000,40000000,28200.000000000000000000,23274.310000000000000000
40000000,28000.000000000000000000,23174.310000000000000000,40000000,28000.000000000000000000,23174.310000000000000000
40000000,27800.000000000000000000,23074.310000000000000000,40000000,27800.000000000000000000,23074.310000000000000000
40000000,27600.000000000000000000,22974.310000000000000000,40000000,27600.000000000000000000,22974.310000000000000000
40000000,27400.000000000000000000,22874.310000000000000000,40000000,27400.000000000000000000,22874.310000000000000000
40000000,27200.000000000000000000,22774.310000000000000000,40000000,27200.000000000000000000,22774.310000000000000000
